mod,defType,defName,label,classification,file
SWBestiary,BodyDef,RSW_BeetleLikeWithHorn,beetle-like with horn,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyDef,RSW_BeetleLikeWithStinger,dragonfly-like,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyDef,RSW_BiomesCore_Slug,slug,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyDef,RSW_Dewback,large quadrapedal reptilian animal,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_Bodies.xml
SWBestiary,BodyDef,RSW_FishBody,fish,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyDef,RSW_HunchedBipedWithTail,hunched animal,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyDef,RSW_LarvaLike,larva-like,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyDef,RSW_MantisLike,mantis-like,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyDef,RSW_MothLike,mothlike,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyDef,RSW_Wampa,wampa,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_Bodies.xml
SWBestiary,BodyPartDef,RSW_BiomesCore_SnailFoot,snail foot,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartDef,RSW_BiomesCore_SnailMouth,mouth,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartDef,RSW_Fin,fin,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartDef,RSW_FishGill,gill,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartDef,RSW_FishTail,tail,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartDef,RSW_MothWing,wing,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartDef,RSW_RWBLeftEyeStalk,eyestalk,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartDef,RSW_RWBRightEyeStalk,eyestalk,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartDef,RSW_SW_Claw,claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_Club,club,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_DexterousTail,dexterous tail,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_DorsalTentacle,dorsal tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_FrontHorn,front horn,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_LeftClaw,left claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_LeftFlipper,left flipper,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_LeftHorn,left horn,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_LeftTentacle,left tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_LeftWing,left wing,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_RightClaw,right claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_RightFlipper,right flipper,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_RightHorn,right horn,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_RightTentacle,right tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_RightWing,right wing,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_SerpentTail,serpent tail,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_SW_Spikes,spikes,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartDef,RSW_Stinger,stinger,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartGroupDef,RSW_FrontLeftScythe,front left scythe,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartGroupDef,RSW_FrontRightScythe,front right scythe,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,BodyPartGroupDef,RSW_RancorHeart,rancor heart,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWClaws,claws,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWHornAttackTool,horn,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWLeftArmClawAttackTool,left claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWLeftFingerClaw,left finger claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWLeftHoof,raised hoof,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWLeftLeg,left leg,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWLeftLegClawAttackTool,left claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWRightArmClawAttackTool,right claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWRightFingerClaw,right finger claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWRightHoof,raised hoof,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWRightLeg,right leg,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWRightLegClawAttackTool,right claw,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWTailAttackTool,tail,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWTentacleAttackTool,thrashing tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SWToxicAppendage,poisonous appendage,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SW_FirstTentacleBeldon,tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SW_FirstTentacleBlixus,tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SW_FirstTentacleLylek,tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SW_SecondTentacleBeldon,tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SW_SecondTentacleBlixus,tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SW_SecondTentacleLylek,tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_SW_ThirdTentacleBeldon,tentacle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Bodies/RSW_MlieWaveB_BodyParts.xml
SWBestiary,BodyPartGroupDef,RSW_StingerGroup,stinger,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Bodies/RSW_BiomesTeamPort_Bodies.xml
SWBestiary,DamageDef,RSW_BloodSuck,blood suck,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,DamageDef,RSW_ColdDrainDamage,cold drain,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Livestock/DamageDefs/DamageDefs_ColdDrain.xml
SWBestiary,DamageDef,RSW_Neurotoxin,neurotoxin,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,DamageDef,RSW_PhoridSting,megaphorid sting,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,DamageDef,RSW_StunningSpores,stunning spores,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,DamageDef,RSW_ToxicBite,toxic bite,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,DamageDef,RSW_ToxicHeadbutt,toxic skin,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,DamageDef,RSW_ToxicScratch,toxic claws,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,DamageDef,RSW_ToxicSpores,toxic spores,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,EffecterDef,RSW_EatFish,,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,FleckDef,RSW_Fishing,,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_DiggerAdult,adult,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_DiggerBaby,baby,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_DiggerJuvenile,juvenile,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_EusocialInsectAdult,adult,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_EusocialInsectNymphFirst,nymph,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_EusocialInsectNymphSecond,immature,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_InsectLarvalFirst,larva,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_InsectLarvalSecound,larva,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_InsectLarvalThird,larva,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,LifeStageDef,RSW_Pupa,pupa,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/Support/RSW_BiomesTeamPort_Support.xml
SWBestiary,PawnKindDef,RSW_AaroxisDendoria,aaroxis dendoria,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_AaroxisDendoriaLarvae,cinnabar caterpillar,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_AaroxisDendoriaPupa,aaroxis dendoria pupa,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_AbyssalColo,abyssal colo,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_Colo.xml
SWBestiary,PawnKindDef,RSW_AcidSlug,acid slug,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Acklay,acklay,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/ThingDefs_Races/RSW_Acklay.xml
SWBestiary,PawnKindDef,RSW_Bantha,bantha,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/ThingDefs_Races/RSW_Bantha.xml
SWBestiary,PawnKindDef,RSW_Baseopsis,Baseopsis,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/ThingDefs_Races/RSW_Absorbed_Baseopsis.xml
SWBestiary,PawnKindDef,RSW_Basilisk,basilisk,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_BloodletterPetrel,bloodletter petrel,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_BloodropLarvae,bloodrop larvae,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_BloodropMoth,bloodrop moth,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_BloodropPupa,bloodrop pupa,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_BovineBeetle,bovine beetle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_BovineBeetleLarvae,bovine beetle grub,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_BovineBeetlePupa,Bovine pupa,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_BunkerBug,bunkerbug,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_CaveLemming,cave lemming,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Cindermare,cindermare,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Livestock/PawnKindDefs/PawnKindDefs_ForsakenCrags.xml
SWBestiary,PawnKindDef,RSW_ColoClawFish,colo claw fish,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_Colo.xml
SWBestiary,PawnKindDef,RSW_ColonyPustuleHornet,pustule hornet,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_ColonyPustuleHornetQueen,pustule queen,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Creature_Mantrap,mantrap,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_CrestedDragon,crested dragon,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_CrimsonOpee,crimson opee,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_Opee.xml
SWBestiary,PawnKindDef,RSW_CrystalCrab,crystal crab,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_CrystalFairyMole,crystal fairy mole,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Dewback,dewback,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/ThingDefs_Races/RSW_Dewback.xml
SWBestiary,PawnKindDef,RSW_Diggerpede,diggerpede,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Diplocaulus,Diplocaulus,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/ThingDefs_Races/RSW_Absorbed_Diplocaulus.xml
SWBestiary,PawnKindDef,RSW_ElderSando,elder sando,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_Sando.xml
SWBestiary,PawnKindDef,RSW_Faa,faa scalefish,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_Scalefish.xml
SWBestiary,PawnKindDef,RSW_FaaJuv,young faa scalefish,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_NurseryJuveniles.xml
SWBestiary,PawnKindDef,RSW_FacetMoth,facet moth,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_FacetMothLarvae,facet larvae,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_FacetMothPupa,facet pupa,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_FleeceSpider,fleece spider,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_FoundryBeetle,foundry beetle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_FoundryBeetleLarvae,foundry grub,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_FoundryBeetlePupa,foundry pupa,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_FungalMantis,fungal mimic mantis,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_FungalWeevil,fungal weevil,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_GastroToad,gastro toad,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Gembug,gembug,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_GlowSlug,glowslug,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Glowtail,glowtail,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Holcorobeus,Holcorobeus,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/ThingDefs_Races/RSW_Absorbed_Holcorobeus.xml
SWBestiary,PawnKindDef,RSW_ImperialToad,imperial toad,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Jellypot,jellypot,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Jerba,jerba,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/ThingDefs_Races/RSW_Jerba.xml
SWBestiary,PawnKindDef,RSW_JewelBeetle,jewel beetle,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_JewelBeetleLarvae,jewel grub,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_JewelBeetlePupa,jewel pupa,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Karrask,karrask,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/Livestock/PawnKindDefs/PawnKindDefs_Karrask.xml
SWBestiary,PawnKindDef,RSW_Laa,laa scalefish,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_Scalefish.xml
SWBestiary,PawnKindDef,RSW_LaaJuv,young laa scalefish,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_NurseryJuveniles.xml
SWBestiary,PawnKindDef,RSW_Lanternwhale,lanternwhale,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_Colossi.xml
SWBestiary,PawnKindDef,RSW_Maligoat,maligoat,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Maxolotl,maxolotl,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
SWBestiary,PawnKindDef,RSW_Mee,mee scalefish,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_Scalefish.xml
SWBestiary,PawnKindDef,RSW_MeeJuv,young mee scalefish,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/SeaBeasts/ThingDefs_Races/SeaBeasts_NurseryJuveniles.xml
SWBestiary,PawnKindDef,RSW_Megakrill,megakrill,STRUCTURAL (no description in vanilla either),SWBestiary/Defs/BiomesTeamPort/ThingDefs_Races/RSW_BiomesTeamPort_Races.xml
