tile,n0,n1,n2,n3,n4,n5
77985,6337,77987,33633,60275,33632,77984
77986,77983,33644,60289,33646,77987,6337
77987,77986,33646,89880,33633,77985,6337
77988,6338,77990,15208,41849,15209,77989
77989,77988,15209,77996,33650,77992,6338
77990,6338,77991,33644,77983,15208,77988
77991,6338,77993,33645,60287,33644,77990
77992,77989,33650,60295,33652,77993,6338
77993,77992,33652,116537,33645,77991,6338
77994,6339,77996,15209,41850,15210,77995
77995,77994,15210,78002,33656,77998,6339
77996,6339,77997,33650,77989,15209,77994
77997,6339,77999,33651,60293,33650,77996
77998,77995,33656,60301,33658,77999,6339
77999,77998,33658,116573,33651,77997,6339
78000,6340,78001,15206,77981,33663,78004
78001,6340,78002,15210,41846,15206,78000
78002,6340,78003,33656,77995,15210,78001
78003,6340,78005,33657,60299,33656,78002
78004,78000,33663,60307,33664,78005,6340
78005,78004,33664,116609,33657,78003,6340
78006,6341,78011,15211,41852,15212,78007
78007,78006,15212,78014,33668,78008,6341
78008,78007,33668,60316,33673,78009,6341
78009,78008,33673,117874,33692,78010,6341
78010,78009,33692,60336,33693,78011,6341
78011,78010,33693,78030,15211,78006,6341
78012,6342,78014,15212,41853,15213,78013
78013,78012,15213,78020,33674,78016,6342
78014,6342,78015,33668,78007,15212,78012
78015,6342,78017,33669,60311,33668,78014
78016,78013,33674,60319,33676,78017,6342
78017,78016,33676,89893,33669,78015,6342
78018,6343,78020,15213,41854,15214,78019
78019,78018,15214,78026,33680,78022,6343
78020,6343,78021,33674,78013,15213,78018
78021,6343,78023,33675,60317,33674,78020
78022,78019,33680,60325,33682,78023,6343
78023,78022,33682,89925,33675,78021,6343
78024,6344,78026,15214,41856,15216,78025
78025,78024,15216,78038,33686,78028,6344
78026,6344,78027,33680,78019,15214,78024
78027,6344,78029,33681,60323,33680,78026
78028,78025,33686,60331,33688,78029,6344
78029,78028,33688,116681,33681,78027,6344
78030,6345,78031,15211,78011,33693,78032
78031,6345,78035,15215,41851,15211,78030
78032,78030,33693,60340,33697,78033,6345
78033,78032,33697,117898,33698,78034,6345
78034,78033,33698,60342,33699,78035,6345
78035,78034,33699,78036,15215,78031,6345
78036,6346,78037,15215,78035,33699,78040
78037,6346,78038,15216,41855,15215,78036
78038,6346,78039,33686,78025,15216,78037
78039,6346,78041,33687,60329,33686,78038
78040,78036,33699,60343,33700,78041,6346
78041,78040,33700,116705,33687,78039,6346
78042,6347,78047,15217,41858,15218,78043
78043,78042,15218,78050,33708,78044,6347
78044,78043,33708,60358,33713,78045,6347
78045,78044,33713,118603,33726,78046,6347
78046,78045,33726,60372,33727,78047,6347
78047,78046,33727,78060,15217,78042,6347
78048,6348,78050,15218,41862,15222,78049
78049,78048,15222,78074,33714,78052,6348
78050,6348,78051,33708,78043,15218,78048
78051,6348,78053,33709,60353,33708,78050
78052,78049,33714,60361,33716,78053,6348
78053,78052,33716,89943,33709,78051,6348
78054,6349,78059,15219,41860,15220,78055
78055,78054,15220,78062,33720,78056,6349
78056,78055,33720,60370,33725,78057,6349
78057,78056,33725,118995,33732,78058,6349
78058,78057,33732,60378,33733,78059,6349
78059,78058,33733,78066,15219,78054,6349
78060,6350,78061,15217,78047,33727,78064
78061,6350,78062,15220,41857,15217,78060
78062,6350,78063,33720,78055,15220,78061
78063,6350,78065,33721,60365,33720,78062
78064,78060,33727,60373,33728,78065,6350
78065,78064,33728,118544,33721,78063,6350
78066,6351,78067,15219,78059,33733,78068
78067,6351,78071,15221,41859,15219,78066
78068,78066,33733,60382,33737,78069,6351
78069,78068,33737,119019,33738,78070,6351
78070,78069,33738,60384,33739,78071,6351
78071,78070,33739,78072,15221,78067,6351
78072,6352,78073,15221,78071,33739,78076
78073,6352,78074,15222,41861,15221,78072
78074,6352,78075,33714,78049,15222,78073
78075,6352,78077,33715,60359,33714,78074
78076,78072,33739,60385,33740,78077,6352
78077,78076,33740,89966,33715,78075,6352
78078,6353,78083,15223,41864,15224,78079
78079,78078,15224,78086,33744,78080,6353
78080,78079,33744,60394,33749,78081,6353
78081,78080,33749,119031,33768,78082,6353
78082,78081,33768,60414,33769,78083,6353
78083,78082,33769,78102,15223,78078,6353
78084,6354,78086,15224,41865,15225,78085
78085,78084,15225,78092,33750,78088,6354
78086,6354,78087,33744,78079,15224,78084
78087,6354,78089,33745,60389,33744,78086
78088,78085,33750,60397,33752,78089,6354
78089,78088,33752,89978,33745,78087,6354
78090,6355,78092,15225,41866,15226,78091
78091,78090,15226,78098,33756,78094,6355
78092,6355,78093,33750,78085,15225,78090
78093,6355,78095,33751,60395,33750,78092
78094,78091,33756,60403,33758,78095,6355
78095,78094,33758,89993,33751,78093,6355
78096,6356,78098,15226,41868,15228,78097
78097,78096,15228,78110,33762,78100,6356
78098,6356,78099,33756,78091,15226,78096
78099,6356,78101,33757,60401,33756,78098
78100,78097,33762,60409,33764,78101,6356
78101,78100,33764,118164,33757,78099,6356
78102,6357,78103,15223,78083,33769,78104
78103,6357,78107,15227,41863,15223,78102
78104,78102,33769,60418,33773,78105,6357
78105,78104,33773,119055,33774,78106,6357
78106,78105,33774,60420,33775,78107,6357
78107,78106,33775,78108,15227,78103,6357
78108,6358,78109,15227,78107,33775,78112
78109,6358,78110,15228,41867,15227,78108
78110,6358,78111,33762,78097,15228,78109
78111,6358,78113,33763,60407,33762,78110
78112,78108,33775,60421,33776,78113,6358
78113,78112,33776,118188,33763,78111,6358
78114,6359,78119,15229,41871,15231,78115
78115,78114,15231,78128,33781,78116,6359
78116,78115,33781,60428,33784,78117,6359
78117,78116,33784,90005,33785,78118,6359
78118,78117,33785,60430,33786,78119,6359
78119,78118,33786,78120,15229,78114,6359
78120,6360,78121,15229,78119,33786,78122
78121,6360,78125,15230,41869,15229,78120
78122,78120,33786,60434,33790,78123,6360
78123,78122,33790,118767,33809,78124,6360
78124,78123,33809,60454,33810,78125,6360
78125,78124,33810,78144,15230,78121,6360
78126,6361,78128,15231,41872,15232,78127
78127,78126,15232,78134,33791,78130,6361
78128,6361,78129,33781,78115,15231,78126
78129,6361,78131,33782,60425,33781,78128
78130,78127,33791,60437,33793,78131,6361
78131,78130,33793,89998,33782,78129,6361
78132,6362,78134,15232,41873,15233,78133
78133,78132,15233,78140,33797,78136,6362
78134,6362,78135,33791,78127,15232,78132
78135,6362,78137,33792,60435,33791,78134
78136,78133,33797,60443,33799,78137,6362
78137,78136,33799,118627,33792,78135,6362
78138,6363,78140,15233,41874,15234,78139
78139,78138,15234,78146,33803,78142,6363
78140,6363,78141,33797,78133,15233,78138
78141,6363,78143,33798,60441,33797,78140
78142,78139,33803,60449,33805,78143,6363
78143,78142,33805,118663,33798,78141,6363
78144,6364,78145,15230,78125,33810,78148
78145,6364,78146,15234,41870,15230,78144
78146,6364,78147,33803,78139,15234,78145
78147,6364,78149,33804,60447,33803,78146
78148,78144,33810,60455,33811,78149,6364
78149,78148,33811,118699,33804,78147,6364
78150,6365,15236,41878,15237,78151,-1
78151,78150,15237,78156,33815,78152,6365
78152,78151,33815,60461,33817,78153,6365
78153,78152,33817,90007,6365,-1,-1
78154,6366,78156,15237,41880,15239,78155
78155,78154,15239,78168,33821,78158,6366
78156,6366,78157,33815,78151,15237,78154
78157,6366,78159,33816,60459,33815,78156
78158,78155,33821,60467,33823,78159,6366
78159,78158,33823,118771,33816,78157,6366
78160,6367,78161,15235,33827,78162,-1
78161,6367,78165,15238,41875,15235,78160
78162,78160,33827,60472,33829,78163,6367
78163,78162,33829,119770,33830,78164,6367
78164,78163,33830,60474,33831,78165,6367
78165,78164,33831,78166,15238,78161,6367
78166,6368,78167,15238,78165,33831,78170
78167,6368,78168,15239,41879,15238,78166
78168,6368,78169,33821,78155,15239,78167
78169,6368,78171,33822,60465,33821,78168
78170,78166,33831,60475,33832,78171,6368
78171,78170,33832,118795,33822,78169,6368
78172,6369,78177,15240,41886,15245,78173
78173,78172,15245,78204,33836,78174,6369
78174,78173,33836,60484,33841,78175,6369
78175,78174,33841,90218,33842,78176,6369
78176,78175,33842,60486,33843,78177,6369
78177,78176,33843,78178,15240,78172,6369
78178,6370,78179,15240,78177,33843,78180
78179,6370,78183,15241,41881,15240,78178
78180,78178,33843,60490,33847,78181,6370
78181,78180,33847,97620,33854,78182,6370
78182,78181,33854,60498,33855,78183,6370
78183,78182,33855,78190,15241,78179,6370
78184,6371,78189,15242,41884,15243,78185
78185,78184,15243,78192,33848,78186,6371
78186,78185,33848,60496,33853,78187,6371
78187,78186,33853,98064,33860,78188,6371
78188,78187,33860,60504,33861,78189,6371
78189,78188,33861,78196,15242,78184,6371
78190,6372,78191,15241,78183,33855,78194
78191,6372,78192,15243,41882,15241,78190
78192,6372,78193,33848,78185,15243,78191
78193,6372,78195,33849,60491,33848,78192
78194,78190,33855,60499,33856,78195,6372
78195,78194,33856,97588,33849,78193,6372
78196,6373,78197,15242,78189,33861,78198
78197,6373,78201,15244,41883,15242,78196
78198,78196,33861,60508,33865,78199,6373
78199,78198,33865,98088,33866,78200,6373
78200,78199,33866,60510,33867,78201,6373
78201,78200,33867,78202,15244,78197,6373
78202,6374,78203,15244,78201,33867,78206
78203,6374,78204,15245,41885,15244,78202
78204,6374,78205,33836,78173,15245,78203
78205,6374,78207,33837,60479,33836,78204
78206,78202,33867,60511,33868,78207,6374
78207,78206,33868,90030,33837,78205,6374
78208,6375,78213,15246,41888,15247,78209
78209,78208,15247,78216,33872,78210,6375
78210,78209,33872,60520,33877,78211,6375
78211,78210,33877,98100,33884,78212,6375
78212,78211,33884,60528,33885,78213,6375
78213,78212,33885,78220,15246,78208,6375
78214,6376,78216,15247,41892,15251,78215
78215,78214,15251,78240,33878,78218,6376
78216,6376,78217,33872,78209,15247,78214
78217,6376,78219,33873,60515,33872,78216
78218,78215,33878,60523,33880,78219,6376
78219,78218,33880,90042,33873,78217,6376
78220,6377,78221,15246,78213,33885,78222
78221,6377,78225,15248,41887,15246,78220
78222,78220,33885,60532,33889,78223,6377
78223,78222,33889,98160,33890,78224,6377
78224,78223,33890,60534,33891,78225,6377
78225,78224,33891,78226,15248,78221,6377
78226,6378,78227,15248,78225,33891,78228
78227,6378,78231,15249,41889,15248,78226
78228,78226,33891,60538,33895,78229,6378
78229,78228,33895,104352,33896,78230,6378
78230,78229,33896,60540,33897,78231,6378
78231,78230,33897,78232,15249,78227,6378
78232,6379,78233,15249,78231,33897,78234
78233,6379,78237,15250,41890,15249,78232
78234,78232,33897,60544,33901,78235,6379
78235,78234,33901,104388,33902,78236,6379
78236,78235,33902,60546,33903,78237,6379
78237,78236,33903,78238,15250,78233,6379
78238,6380,78239,15250,78237,33903,78242
78239,6380,78240,15251,41891,15250,78238
78240,6380,78241,33878,78215,15251,78239
78241,6380,78243,33879,60521,33878,78240
78242,78238,33903,60547,33904,78243,6380
78243,78242,33904,90066,33879,78241,6380
78244,6381,78249,15252,41898,15257,78245
78245,78244,15257,78276,33908,78246,6381
78246,78245,33908,60556,33913,78247,6381
78247,78246,33913,90146,33914,78248,6381
78248,78247,33914,60558,33915,78249,6381
78249,78248,33915,78250,15252,78244,6381
78250,6382,78251,15252,78249,33915,78252
78251,6382,78255,15253,41893,15252,78250
78252,78250,33915,60562,33919,78253,6382
78253,78252,33919,104208,33926,78254,6382
78254,78253,33926,60570,33927,78255,6382
78255,78254,33927,78262,15253,78251,6382
78256,6383,78261,15254,41896,15255,78257
78257,78256,15255,78264,33920,78258,6383
78258,78257,33920,60568,33925,78259,6383
78259,78258,33925,105186,33932,78260,6383
78260,78259,33932,60576,33933,78261,6383
78261,78260,33933,78268,15254,78256,6383
78262,6384,78263,15253,78255,33927,78266
78263,6384,78264,15255,41894,15253,78262
78264,6384,78265,33920,78257,15255,78263
78265,6384,78267,33921,60563,33920,78264
78266,78262,33927,60571,33928,78267,6384
78267,78266,33928,104176,33921,78265,6384
78268,6385,78269,15254,78261,33933,78270
78269,6385,78273,15256,41895,15254,78268
78270,78268,33933,60580,33937,78271,6385
78271,78270,33937,105210,33938,78272,6385
78272,78271,33938,60582,33939,78273,6385
78273,78272,33939,78274,15256,78269,6385
78274,6386,78275,15256,78273,33939,78278
78275,6386,78276,15257,41897,15256,78274
78276,6386,78277,33908,78245,15257,78275
78277,6386,78279,33909,60551,33908,78276
78278,78274,33939,60583,33940,78279,6386
78279,78278,33940,90102,33909,78277,6386
78280,6387,78285,15258,41900,15259,78281
78281,78280,15259,78288,33944,78282,6387
78282,78281,33944,60592,33949,78283,6387
78283,78282,33949,104400,33974,78284,6387
78284,78283,33974,60618,33975,78285,6387
78285,78284,33975,78310,15258,78280,6387
78286,6388,78288,15259,41901,15260,78287
78287,78286,15260,78294,33950,78290,6388
78288,6388,78289,33944,78281,15259,78286
78289,6388,78291,33945,60587,33944,78288
78290,78287,33950,60595,33952,78291,6388
78291,78290,33952,90078,33945,78289,6388
78292,6389,78294,15260,41902,15261,78293
78293,78292,15261,78300,33956,78296,6389
78294,6389,78295,33950,78287,15260,78292
78295,6389,78297,33951,60593,33950,78294
78296,78293,33956,60601,33958,78297,6389
78297,78296,33958,90150,33951,78295,6389
78298,6390,78300,15261,41903,15262,78299
78299,78298,15262,78306,33962,78302,6390
78300,6390,78301,33956,78293,15261,78298
78301,6390,78303,33957,60599,33956,78300
78302,78299,33962,60607,33964,78303,6390
78303,78302,33964,104212,33957,78301,6390
78304,6391,78306,15262,41904,15263,78305
78305,78304,15263,78312,33968,78308,6391
78306,6391,78307,33962,78299,15262,78304
78307,6391,78309,33963,60605,33962,78306
78308,78305,33968,60613,33970,78309,6391
78309,78308,33970,104248,33963,78307,6391
78310,6392,78311,15258,78285,33975,78314
78311,6392,78312,15263,41899,15258,78310
78312,6392,78313,33968,78305,15263,78311
78313,6392,78315,33969,60611,33968,78312
78314,78310,33975,60619,33976,78315,6392
78315,78314,33976,104284,33969,78313,6392
78316,6393,78321,15264,41906,15265,78317
78317,78316,15265,78324,33980,78318,6393
78318,78317,33980,60628,33985,78319,6393
78319,78318,33985,105222,33998,78320,6393
78320,78319,33998,60642,33999,78321,6393
78321,78320,33999,78334,15264,78316,6393
78322,6394,78324,15265,41910,15269,78323
78323,78322,15269,78348,33986,78326,6394
78324,6394,78325,33980,78317,15265,78322
78325,6394,78327,33981,60623,33980,78324
78326,78323,33986,60631,33988,78327,6394
78327,78326,33988,90114,33981,78325,6394
78328,6395,78333,15266,41908,15267,78329
78329,78328,15267,78336,33992,78330,6395
78330,78329,33992,60640,33997,78331,6395
78331,78330,33997,105330,34004,78332,6395
78332,78331,34004,60648,34005,78333,6395
78333,78332,34005,78340,15266,78328,6395
78334,6396,78335,15264,78321,33999,78338
78335,6396,78336,15267,41905,15264,78334
78336,6396,78337,33992,78329,15267,78335
78337,6396,78339,33993,60635,33992,78336
78338,78334,33999,60643,34000,78339,6396
78339,78338,34000,105070,33993,78337,6396
78340,6397,78341,15266,78333,34005,78342
78341,6397,78345,15268,41907,15266,78340
78342,78340,34005,60652,34009,78343,6397
78343,78342,34009,105354,34010,78344,6397
78344,78343,34010,60654,34011,78345,6397
78345,78344,34011,78346,15268,78341,6397
78346,6398,78347,15268,78345,34011,78350
78347,6398,78348,15269,41909,15268,78346
78348,6398,78349,33986,78323,15269,78347
78349,6398,78351,33987,60629,33986,78348
78350,78346,34011,60655,34012,78351,6398
78351,78350,34012,90174,33987,78349,6398
78352,6399,78357,15270,41912,15271,78353
78353,78352,15271,78360,34016,78354,6399
78354,78353,34016,60664,34021,78355,6399
78355,78354,34021,105366,34040,78356,6399
78356,78355,34040,60684,34041,78357,6399
78357,78356,34041,78376,15270,78352,6399
78358,6400,78360,15271,41913,15272,78359
78359,78358,15272,78366,34022,78362,6400
78360,6400,78361,34016,78353,15271,78358
78361,6400,78363,34017,60659,34016,78360
78362,78359,34022,60667,34024,78363,6400
78363,78362,34024,90186,34017,78361,6400
78364,6401,78366,15272,41914,15273,78365
78365,78364,15273,78372,34028,78368,6401
78366,6401,78367,34022,78359,15272,78364
78367,6401,78369,34023,60665,34022,78366
78368,78365,34028,60673,34030,78369,6401
78369,78368,34030,90222,34023,78367,6401
78370,6402,78372,15273,41916,15275,78371
78371,78370,15275,78384,34034,78374,6402
78372,6402,78373,34028,78365,15273,78370
78373,6402,78375,34029,60671,34028,78372
78374,78371,34034,60679,34036,78375,6402
78375,78374,34036,97624,34029,78373,6402
78376,6403,78377,15270,78357,34041,78378
78377,6403,78381,15274,41911,15270,78376
78378,78376,34041,60688,34045,78379,6403
78379,78378,34045,105390,34046,78380,6403
78380,78379,34046,60690,34047,78381,6403
78381,78380,34047,78382,15274,78377,6403
78382,6404,78383,15274,78381,34047,78386
78383,6404,78384,15275,41915,15274,78382
78384,6404,78385,34034,78371,15275,78383
78385,6404,78387,34035,60677,34034,78384
78386,78382,34047,60691,34048,78387,6404
78387,78386,34048,97648,34035,78385,6404
78388,6405,78393,15276,41922,15281,78389
78389,78388,15281,78420,34052,78390,6405
78390,78389,34052,60700,34057,78391,6405
78391,78390,34057,90290,34058,78392,6405
78392,78391,34058,60702,34059,78393,6405
78393,78392,34059,78394,15276,78388,6405
78394,6406,78395,15276,78393,34059,78396
78395,6406,78399,15277,41917,15276,78394
78396,78394,34059,60706,34063,78397,6406
78397,78396,34063,97692,34070,78398,6406
78398,78397,34070,60714,34071,78399,6406
78399,78398,34071,78406,15277,78395,6406
78400,6407,78405,15278,41920,15279,78401
78401,78400,15279,78408,34064,78402,6407
78402,78401,34064,60712,34069,78403,6407
78403,78402,34069,105402,34076,78404,6407
78404,78403,34076,60720,34077,78405,6407
78405,78404,34077,78412,15278,78400,6407
78406,6408,78407,15277,78399,34071,78410
78407,6408,78408,15279,41918,15277,78406
78408,6408,78409,34064,78401,15279,78407
78409,6408,78411,34065,60707,34064,78408
78410,78406,34071,60715,34072,78411,6408
78411,78410,34072,97660,34065,78409,6408
78412,6409,78413,15278,78405,34077,78414
78413,6409,78417,15280,41919,15278,78412
78414,78412,34077,60724,34081,78415,6409
78415,78414,34081,105426,34082,78416,6409
78416,78415,34082,60726,34083,78417,6409
78417,78416,34083,78418,15280,78413,6409
78418,6410,78419,15280,78417,34083,78422
78419,6410,78420,15281,41921,15280,78418
78420,6410,78421,34052,78389,15281,78419
78421,6410,78423,34053,60695,34052,78420
78422,78418,34083,60727,34084,78423,6410
78423,78422,34084,90246,34053,78421,6410
78424,6411,78429,15282,41925,15284,78425
78425,78424,15284,78438,34088,78426,6411
78426,78425,34088,60736,34093,78427,6411
78427,78426,34093,90434,34094,78428,6411
78428,78427,34094,60738,34095,78429,6411
78429,78428,34095,78430,15282,78424,6411
78430,6412,78431,15282,78429,34095,78432
78431,6412,78435,15283,41923,15282,78430
78432,78430,34095,60742,34099,78433,6412
78433,78432,34099,97836,34118,78434,6412
78434,78433,34118,60762,34119,78435,6412
78435,78434,34119,78454,15283,78431,6412
78436,6413,78438,15284,41926,15285,78437
78437,78436,15285,78444,34100,78440,6413
78438,6413,78439,34088,78425,15284,78436
78439,6413,78441,34089,60731,34088,78438
78440,78437,34100,60745,34102,78441,6413
78441,78440,34102,90294,34089,78439,6413
78442,6414,78444,15285,41927,15286,78443
78443,78442,15286,78450,34106,78446,6414
78444,6414,78445,34100,78437,15285,78442
78445,6414,78447,34101,60743,34100,78444
78446,78443,34106,60751,34108,78447,6414
78447,78446,34108,97696,34101,78445,6414
78448,6415,78450,15286,41928,15287,78449
78449,78448,15287,78456,34112,78452,6415
78450,6415,78451,34106,78443,15286,78448
78451,6415,78453,34107,60749,34106,78450
78452,78449,34112,60757,34114,78453,6415
78453,78452,34114,97732,34107,78451,6415
78454,6416,78455,15283,78435,34119,78458
78455,6416,78456,15287,41924,15283,78454
78456,6416,78457,34112,78449,15287,78455
78457,6416,78459,34113,60755,34112,78456
78458,78454,34119,60763,34120,78459,6416
78459,78458,34120,97768,34113,78457,6416
78460,6417,78465,15288,41930,15289,78461
78461,78460,15289,78468,34124,78462,6417
78462,78461,34124,60772,34129,78463,6417
78463,78462,34129,105438,34142,78464,6417
78464,78463,34142,60786,34143,78465,6417
78465,78464,34143,78478,15288,78460,6417
78466,6418,78468,15289,41934,15293,78467
78467,78466,15293,78492,34130,78470,6418
78468,6418,78469,34124,78461,15289,78466
78469,6418,78471,34125,60767,34124,78468
78470,78467,34130,60775,34132,78471,6418
78471,78470,34132,90258,34125,78469,6418
78472,6419,78477,15290,41932,15291,78473
78473,78472,15291,78480,34136,78474,6419
78474,78473,34136,60784,34141,78475,6419
78475,78474,34141,105762,34148,78476,6419
78476,78475,34148,60792,34149,78477,6419
78477,78476,34149,78484,15290,78472,6419
78478,6420,78479,15288,78465,34143,78482
78479,6420,78480,15291,41929,15288,78478
78480,6420,78481,34136,78473,15291,78479
78481,6420,78483,34137,60779,34136,78480
78482,78478,34143,60787,34144,78483,6420
78483,78482,34144,105286,34137,78481,6420
78484,6421,78485,15290,78477,34149,78486
78485,6421,78489,15292,41931,15290,78484
78486,78484,34149,60796,34153,78487,6421
78487,78486,34153,105786,34154,78488,6421
78488,78487,34154,60798,34155,78489,6421
78489,78488,34155,78490,15292,78485,6421
78490,6422,78491,15292,78489,34155,78494
78491,6422,78492,15293,41933,15292,78490
78492,6422,78493,34130,78467,15293,78491
78493,6422,78495,34131,60773,34130,78492
78494,78490,34155,60799,34156,78495,6422
78495,78494,34156,90318,34131,78493,6422
78496,6423,78501,15294,41936,15295,78497
78497,78496,15295,78504,34160,78498,6423
78498,78497,34160,60808,34165,78499,6423
78499,78498,34165,105798,34172,78500,6423
78500,78499,34172,60816,34173,78501,6423
78501,78500,34173,78508,15294,78496,6423
78502,6424,78504,15295,41940,15299,78503
78503,78502,15299,78528,34166,78506,6424
78504,6424,78505,34160,78497,15295,78502
78505,6424,78507,34161,60803,34160,78504
78506,78503,34166,60811,34168,78507,6424
78507,78506,34168,90330,34161,78505,6424
78508,6425,78509,15294,78501,34173,78510
78509,6425,78513,15296,41935,15294,78508
78510,78508,34173,60820,34177,78511,6425
78511,78510,34177,105858,34178,78512,6425
78512,78511,34178,60822,34179,78513,6425
78513,78512,34179,78514,15296,78509,6425
78514,6426,78515,15296,78513,34179,78516
78515,6426,78519,15297,41937,15296,78514
78516,78514,34179,60826,34183,78517,6426
78517,78516,34183,110438,34184,78518,6426
78518,78517,34184,60828,34185,78519,6426
78519,78518,34185,78520,15297,78515,6426
78520,6427,78521,15297,78519,34185,78522
78521,6427,78525,15298,41938,15297,78520
78522,78520,34185,60832,34189,78523,6427
78523,78522,34189,110474,34190,78524,6427
78524,78523,34190,60834,34191,78525,6427
78525,78524,34191,78526,15298,78521,6427
78526,6428,78527,15298,78525,34191,78530
78527,6428,78528,15299,41939,15298,78526
78528,6428,78529,34166,78503,15299,78527
78529,6428,78531,34167,60809,34166,78528
78530,78526,34191,60835,34192,78531,6428
78531,78530,34192,90354,34167,78529,6428
78532,6429,78537,15300,41942,15301,78533
78533,78532,15301,78540,34196,78534,6429
78534,78533,34196,60844,34201,78535,6429
78535,78534,34201,110486,34214,78536,6429
78536,78535,34214,60858,34215,78537,6429
78537,78536,34215,78550,15300,78532,6429
78538,6430,78540,15301,41946,15305,78539
78539,78538,15305,78564,34202,78542,6430
78540,6430,78541,34196,78533,15301,78538
78541,6430,78543,34197,60839,34196,78540
78542,78539,34202,60847,34204,78543,6430
78543,78542,34204,90366,34197,78541,6430
78544,6431,78549,15302,41944,15303,78545
78545,78544,15303,78552,34208,78546,6431
78546,78545,34208,60856,34213,78547,6431
78547,78546,34213,110666,34220,78548,6431
78548,78547,34220,60864,34221,78549,6431
78549,78548,34221,78556,15302,78544,6431
78550,6432,78551,15300,78537,34215,78554
78551,6432,78552,15303,41941,15300,78550
78552,6432,78553,34208,78545,15303,78551
78553,6432,78555,34209,60851,34208,78552
78554,78550,34215,60859,34216,78555,6432
78555,78554,34216,110406,34209,78553,6432
78556,6433,78557,15302,78549,34221,78558
78557,6433,78561,15304,41943,15302,78556
78558,78556,34221,60868,34225,78559,6433
78559,78558,34225,110690,34226,78560,6433
78560,78559,34226,60870,34227,78561,6433
78561,78560,34227,78562,15304,78557,6433
78562,6434,78563,15304,78561,34227,78566
78563,6434,78564,15305,41945,15304,78562
78564,6434,78565,34202,78539,15305,78563
78565,6434,78567,34203,60845,34202,78564
78566,78562,34227,60871,34228,78567,6434
78567,78566,34228,90390,34203,78565,6434
78568,6435,78573,15306,41948,15307,78569
78569,78568,15307,78576,34232,78570,6435
78570,78569,34232,60880,34237,78571,6435
78571,78570,34237,110702,34256,78572,6435
78572,78571,34256,60900,34257,78573,6435
78573,78572,34257,78592,15306,78568,6435
78574,6436,78576,15307,41949,15308,78575
78575,78574,15308,78582,34238,78578,6436
78576,6436,78577,34232,78569,15307,78574
78577,6436,78579,34233,60875,34232,78576
78578,78575,34238,60883,34240,78579,6436
78579,78578,34240,90402,34233,78577,6436
78580,6437,78582,15308,41950,15309,78581
78581,78580,15309,78588,34244,78584,6437
78582,6437,78583,34238,78575,15308,78580
78583,6437,78585,34239,60881,34238,78582
78584,78581,34244,60889,34246,78585,6437
78585,78584,34246,90438,34239,78583,6437
78586,6438,78588,15309,41952,15311,78587
78587,78586,15311,78600,34250,78590,6438
78588,6438,78589,34244,78581,15309,78586
78589,6438,78591,34245,60887,34244,78588
78590,78587,34250,60895,34252,78591,6438
78591,78590,34252,97840,34245,78589,6438
78592,6439,78593,15306,78573,34257,78594
78593,6439,78597,15310,41947,15306,78592
78594,78592,34257,60904,34261,78595,6439
78595,78594,34261,110726,34262,78596,6439
78596,78595,34262,60906,34263,78597,6439
78597,78596,34263,78598,15310,78593,6439
78598,6440,78599,15310,78597,34263,78602
78599,6440,78600,15311,41951,15310,78598
78600,6440,78601,34250,78587,15311,78599
78601,6440,78603,34251,60893,34250,78600
78602,78598,34263,60907,34264,78603,6440
78603,78602,34264,97864,34251,78601,6440
78604,6441,78609,15312,41958,15317,78605
78605,78604,15317,78636,34268,78606,6441
78606,78605,34268,60916,34273,78607,6441
78607,78606,34273,90542,34274,78608,6441
78608,78607,34274,60918,34275,78609,6441
78609,78608,34275,78610,15312,78604,6441
78610,6442,78611,15312,78609,34275,78612
78611,6442,78615,15313,41953,15312,78610
78612,78610,34275,60922,34279,78613,6442
78613,78612,34279,98124,34286,78614,6442
78614,78613,34286,60930,34287,78615,6442
78615,78614,34287,78622,15313,78611,6442
78616,6443,78621,15314,41956,15315,78617
78617,78616,15315,78624,34280,78618,6443
78618,78617,34280,60928,34285,78619,6443
78619,78618,34285,98280,34292,78620,6443
78620,78619,34292,60936,34293,78621,6443
78621,78620,34293,78628,15314,78616,6443
78622,6444,78623,15313,78615,34287,78626
78623,6444,78624,15315,41954,15313,78622
78624,6444,78625,34280,78617,15315,78623
78625,6444,78627,34281,60923,34280,78624
78626,78622,34287,60931,34288,78627,6444
78627,78626,34288,98020,34281,78625,6444
78628,6445,78629,15314,78621,34293,78630
78629,6445,78633,15316,41955,15314,78628
78630,78628,34293,60940,34297,78631,6445
78631,78630,34297,98304,34298,78632,6445
78632,78631,34298,60942,34299,78633,6445
78633,78632,34299,78634,15316,78629,6445
78634,6446,78635,15316,78633,34299,78638
78635,6446,78636,15317,41957,15316,78634
78636,6446,78637,34268,78605,15317,78635
78637,6446,78639,34269,60911,34268,78636
78638,78634,34299,60943,34300,78639,6446
78639,78638,34300,90462,34269,78637,6446
78640,6447,78645,15318,41960,15319,78641
78641,78640,15319,78648,34304,78642,6447
78642,78641,34304,60952,34309,78643,6447
78643,78642,34309,98316,34316,78644,6447
78644,78643,34316,60960,34317,78645,6447
78645,78644,34317,78652,15318,78640,6447
78646,6448,78648,15319,41964,15323,78647
78647,78646,15323,78672,34310,78650,6448
78648,6448,78649,34304,78641,15319,78646
78649,6448,78651,34305,60947,34304,78648
